Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-03-11,Operations,Utilities,Project A,7373,18.0,
2024-07-23,Finance,Maintenance,Project A,9658,14.0,VendorY
2024-05-15,Exploration,Utilities,Project B,4465,,VendorY
2024-05-30,Operations,Utilities,Project A,2122,,VendorY
2024-01-17,Exploration,Utilities,Project A,6014,15.0,VendorZ
2024-04-26,Finance,Utilities,Project A,5528,17.0,
2024-11-29,Finance,Salaries,Project A,4793,11.0,
2024-12-21,Operations,Salaries,Project B,7530,,
2024-10-25,Operations,Salaries,Project A,8885,17.0,
2024-06-11,Operations,Equipment,Project B,1090,,VendorX
2024-12-01,Operations,Equipment,Project B,3963,10.0,VendorZ
2024-04-22,Exploration,Equipment,Project A,1330,,
2024-10-19,Finance,Salaries,Project C,5967,10.0,
2024-08-30,Finance,Equipment,Project B,3830,,VendorX
2024-09-01,Operations,Salaries,Project A,2771,2.0,
2024-02-20,Exploration,Salaries,Project B,7317,,
2024-03-09,Exploration,Salaries,Project B,2777,12.0,VendorY
2024-02-22,Exploration,Equipment,Project A,5687,,
2024-02-09,Exploration,Salaries,Project B,9689,,VendorX
2024-01-13,Operations,Maintenance,Project B,5426,,
2024-03-13,Exploration,Maintenance,Project B,3544,,
2024-05-07,Finance,Utilities,Project C,7955,7.0,VendorZ
2024-01-18,Finance,Salaries,Project A,9916,13.0,VendorZ
2024-01-04,Operations,Salaries,Project C,5829,,
2024-08-20,Operations,Maintenance,Project A,6894,,
2024-05-19,Exploration,Utilities,Project B,8710,18.0,
2024-09-01,Exploration,Salaries,Project B,2991,,
2024-11-16,Exploration,Utilities,Project A,3045,,VendorX
2024-09-01,Finance,Salaries,Project A,5955,7.0,
2024-03-26,Operations,Maintenance,Project C,9630,,VendorX
2024-11-23,Operations,Utilities,Project A,2281,,
2024-01-21,Operations,Salaries,Project C,1091,1.0,
2024-05-03,Exploration,Equipment,Project A,1867,8.0,
2024-01-14,Finance,Equipment,Project C,7120,18.0,VendorZ
2024-08-15,Operations,Utilities,Project A,4382,,
2024-05-02,Exploration,Salaries,Project C,7601,7.0,VendorZ
2024-05-08,Operations,Salaries,Project B,1820,7.0,
2024-08-26,Operations,Equipment,Project B,6155,,VendorY
2024-03-26,Exploration,Equipment,Project B,8193,18.0,
2024-05-26,Operations,Salaries,Project A,9815,,
2024-02-02,Operations,Utilities,Project C,6797,,VendorX
2024-02-10,Exploration,Equipment,Project C,6969,2.0,
2024-08-07,Operations,Maintenance,Project C,4868,,VendorX
2024-04-05,Finance,Salaries,Project C,8521,,
2024-10-02,Exploration,Maintenance,Project B,9595,15.0,VendorZ
2024-02-18,Operations,Equipment,Project B,7988,,VendorZ
2024-09-07,Finance,Maintenance,Project C,4732,15.0,
2024-11-24,Exploration,Salaries,Project A,6941,18.0,VendorY
2024-03-28,Finance,Utilities,Project B,7866,,VendorY
2024-08-13,Exploration,Maintenance,Project B,3675,,VendorZ
2024-01-30,Operations,Utilities,Project B,3889,,
2024-11-28,Operations,Utilities,Project B,8404,,
2024-02-13,Finance,Maintenance,Project B,4480,14.0,
2024-12-02,Operations,Salaries,Project B,7444,,
2024-10-11,Finance,Maintenance,Project A,9531,16.0,VendorX
2024-02-25,Finance,Maintenance,Project A,2088,14.0,VendorY
2024-09-08,Exploration,Maintenance,Project A,9173,,
2024-04-29,Exploration,Maintenance,Project A,7909,,
2024-01-24,Operations,Maintenance,Project B,1820,15.0,
2024-12-05,Operations,Equipment,Project A,7447,10.0,VendorZ
2024-10-17,Exploration,Equipment,Project A,6748,,VendorZ
2024-02-07,Finance,Equipment,Project B,1234,5.0,VendorX
2024-12-19,Finance,Equipment,Project A,1735,,VendorY
2024-04-19,Exploration,Salaries,Project B,3622,7.0,
2024-10-09,Operations,Salaries,Project C,9740,18.0,VendorX
2024-05-10,Exploration,Equipment,Project A,6039,8.0,VendorZ
2024-01-19,Exploration,Maintenance,Project B,1578,3.0,
2024-04-14,Operations,Maintenance,Project C,6778,,VendorX
2024-05-01,Finance,Equipment,Project C,1185,18.0,VendorY
2024-07-20,Finance,Maintenance,Project C,4054,,VendorZ
2024-03-18,Operations,Salaries,Project B,5716,,
2024-09-25,Operations,Maintenance,Project A,7589,,
2024-01-26,Finance,Salaries,Project C,9109,,
2024-05-15,Operations,Equipment,Project B,5818,8.0,
2024-06-03,Finance,Maintenance,Project A,1050,,
2024-03-25,Exploration,Utilities,Project A,8476,,VendorY
2024-12-06,Finance,Salaries,Project C,6353,6.0,
2024-12-24,Exploration,Utilities,Project B,3807,,VendorX
2024-01-28,Exploration,Salaries,Project A,9326,,
2024-09-13,Exploration,Utilities,Project B,8992,1.0,VendorY
2024-07-13,Finance,Equipment,Project C,6925,,VendorY
2024-10-17,Exploration,Utilities,Project B,1237,,VendorY
2024-07-08,Exploration,Utilities,Project A,3316,,
2024-10-02,Finance,Salaries,Project A,5209,,
2024-05-20,Exploration,Equipment,Project A,4110,,
2024-08-25,Finance,Maintenance,Project B,5685,,VendorZ
2024-07-28,Exploration,Equipment,Project B,4663,,VendorX
2024-09-22,Exploration,Utilities,Project A,2065,11.0,VendorY
2024-05-18,Exploration,Utilities,Project C,1968,5.0,
2024-03-27,Finance,Utilities,Project C,4012,20.0,
2024-03-04,Finance,Salaries,Project B,5204,,
2024-10-05,Finance,Maintenance,Project A,8843,11.0,
2024-08-15,Operations,Salaries,Project C,8983,3.0,VendorZ
2024-02-05,Exploration,Equipment,Project B,2796,13.0,
2024-07-26,Operations,Salaries,Project B,3913,17.0,VendorZ
2024-10-27,Exploration,Equipment,Project B,2465,2.0,VendorZ
2024-11-02,Finance,Equipment,Project C,1281,6.0,
2024-05-06,Exploration,Maintenance,Project B,7694,7.0,
2024-08-25,Exploration,Utilities,Project C,4991,1.0,VendorZ
2024-04-11,Operations,Equipment,Project B,5284,17.0,
2024-12-06,Finance,Equipment,Project B,5091,20.0,VendorZ
2024-06-27,Finance,Utilities,Project B,3369,,VendorX
2024-06-11,Operations,Salaries,Project C,1639,,VendorZ
2024-05-02,Exploration,Salaries,Project B,3746,9.0,VendorX
2024-10-01,Exploration,Utilities,Project A,4415,15.0,VendorX
2024-02-10,Operations,Equipment,Project A,9089,,VendorZ
2024-09-05,Operations,Utilities,Project B,9310,18.0,VendorX
2024-08-25,Finance,Maintenance,Project B,3460,8.0,VendorX
2024-07-02,Exploration,Maintenance,Project A,7347,,
2024-01-14,Finance,Utilities,Project A,6443,,VendorX
2024-11-27,Exploration,Equipment,Project B,3270,,
2024-06-28,Finance,Equipment,Project A,5578,,
2024-12-08,Exploration,Equipment,Project A,4524,17.0,VendorZ
2024-09-04,Operations,Equipment,Project C,6079,,
2024-01-10,Operations,Utilities,Project C,9841,6.0,VendorZ
2024-02-15,Operations,Utilities,Project A,7815,18.0,VendorX
2024-12-23,Operations,Equipment,Project B,8606,17.0,
2024-08-20,Exploration,Equipment,Project C,9734,6.0,VendorZ
2024-07-24,Exploration,Salaries,Project C,2009,,
2024-01-07,Exploration,Equipment,Project A,6990,7.0,VendorZ
2024-10-01,Finance,Utilities,Project A,9000,,
2024-03-31,Finance,Equipment,Project A,2119,1.0,VendorX
2024-05-01,Exploration,Utilities,Project B,2331,6.0,VendorX
2024-06-01,Finance,Maintenance,Project B,1796,13.0,
2024-02-28,Finance,Utilities,Project B,6583,,VendorY
2024-07-13,Finance,Maintenance,Project C,3610,17.0,
2024-06-12,Exploration,Utilities,Project A,1382,14.0,
2024-10-12,Finance,Utilities,Project C,5187,9.0,VendorZ
2024-07-14,Operations,Salaries,Project C,9623,13.0,VendorY
2024-01-17,Exploration,Salaries,Project A,8318,,VendorZ
2024-01-08,Finance,Equipment,Project C,2607,6.0,
2024-08-27,Exploration,Salaries,Project A,6178,3.0,
2024-08-29,Operations,Maintenance,Project A,5547,19.0,VendorZ
2024-05-12,Exploration,Utilities,Project A,5133,,
2024-09-08,Finance,Equipment,Project C,7101,9.0,VendorZ
2024-03-04,Exploration,Salaries,Project B,2526,,
2024-02-17,Operations,Maintenance,Project A,4837,,
2024-05-14,Finance,Maintenance,Project B,8676,,VendorX
2024-09-01,Exploration,Equipment,Project C,6269,20.0,VendorZ
2024-06-28,Operations,Equipment,Project A,4237,,VendorX
2024-03-22,Finance,Utilities,Project C,8612,11.0,
2024-06-25,Finance,Utilities,Project B,8555,4.0,VendorX
2024-11-29,Exploration,Maintenance,Project A,4547,17.0,VendorY
2024-07-28,Operations,Salaries,Project A,7960,,
2024-05-28,Finance,Utilities,Project B,8977,,VendorZ
2024-09-04,Finance,Equipment,Project A,4542,,VendorY
2024-11-20,Finance,Salaries,Project A,1970,,
2024-05-05,Operations,Salaries,Project A,1864,,
2024-07-25,Finance,Utilities,Project A,3467,,VendorX
2024-05-16,Exploration,Maintenance,Project B,5438,6.0,
2024-07-11,Operations,Equipment,Project B,7098,9.0,
2024-10-10,Exploration,Equipment,Project C,9016,,
2024-03-05,Finance,Maintenance,Project A,9758,,VendorX
2024-01-23,Exploration,Salaries,Project A,8972,,
2024-10-23,Finance,Maintenance,Project A,5406,3.0,VendorY
2024-09-06,Operations,Maintenance,Project B,2807,8.0,
2024-12-24,Finance,Equipment,Project B,2044,13.0,VendorX
2024-12-19,Finance,Salaries,Project B,1562,11.0,
2024-05-05,Operations,Utilities,Project C,4620,2.0,
2024-02-16,Operations,Maintenance,Project B,7013,,
2024-06-24,Operations,Utilities,Project B,4541,,
2024-07-14,Exploration,Maintenance,Project A,3751,,
2024-11-21,Operations,Equipment,Project C,5231,,
2024-12-19,Operations,Maintenance,Project C,8837,,
2024-11-28,Finance,Salaries,Project B,5124,,
2024-10-12,Finance,Equipment,Project C,9024,12.0,
2024-03-28,Operations,Equipment,Project C,8963,,
2024-03-13,Finance,Salaries,Project A,1906,,VendorX
2024-12-10,Finance,Utilities,Project A,5206,7.0,
2024-07-30,Exploration,Equipment,Project B,4623,,
2024-01-20,Operations,Salaries,Project C,9958,,VendorX
2024-08-09,Finance,Equipment,Project B,6560,17.0,
2024-10-28,Exploration,Utilities,Project B,5149,,
2024-01-07,Exploration,Equipment,Project B,9606,4.0,
2024-05-05,Finance,Equipment,Project C,4751,,VendorX
2024-04-21,Operations,Utilities,Project C,1150,11.0,
2024-10-18,Exploration,Equipment,Project A,4541,,
2024-08-04,Finance,Equipment,Project B,6060,,VendorZ
2024-11-17,Finance,Salaries,Project B,7937,,VendorX
2024-04-25,Exploration,Maintenance,Project A,5476,,VendorX
2024-01-30,Operations,Equipment,Project B,5825,17.0,VendorX
2024-12-09,Operations,Maintenance,Project B,8110,,
2024-05-10,Finance,Salaries,Project A,1453,,
2024-02-27,Exploration,Equipment,Project A,8174,,
2024-01-29,Exploration,Maintenance,Project C,9368,,
2024-03-05,Finance,Equipment,Project C,6433,,
2024-06-29,Exploration,Maintenance,Project B,9029,,
2024-07-24,Finance,Utilities,Project A,3719,6.0,VendorY
2024-05-30,Exploration,Salaries,Project B,7599,,
2024-04-29,Finance,Equipment,Project C,5806,,
2024-11-13,Operations,Salaries,Project A,7453,,VendorY
2024-12-07,Operations,Salaries,Project B,5156,17.0,
2024-07-06,Operations,Salaries,Project B,4526,,
2024-10-17,Operations,Salaries,Project B,4320,,VendorY
2024-03-12,Exploration,Utilities,Project C,4562,,
2024-03-23,Finance,Maintenance,Project A,6360,12.0,VendorX
2024-05-16,Operations,Equipment,Project A,4725,20.0,VendorY
2024-06-30,Exploration,Maintenance,Project A,3729,,VendorY
2024-01-29,Operations,Maintenance,Project C,5301,16.0,VendorY
2024-04-17,Operations,Maintenance,Project B,8228,18.0,
2024-08-28,Exploration,Utilities,Project C,5854,18.0,VendorZ
2024-07-31,Finance,Utilities,Project A,9022,,
2024-06-23,Operations,Utilities,Project B,4369,,
2024-09-22,Operations,Utilities,Project B,6189,,VendorZ
2024-05-14,Exploration,Maintenance,Project C,3758,18.0,
2024-03-19,Operations,Salaries,Project B,8938,10.0,VendorZ
2024-02-20,Operations,Equipment,Project C,1748,,
2024-09-11,Exploration,Equipment,Project A,9363,6.0,
2024-03-08,Operations,Maintenance,Project A,6747,,
2024-04-03,Exploration,Maintenance,Project A,2307,,
2024-11-08,Exploration,Equipment,Project C,6828,12.0,VendorX
2024-09-01,Operations,Utilities,Project B,6612,,
2024-11-06,Operations,Utilities,Project C,5420,6.0,
2024-10-10,Exploration,Salaries,Project C,7895,,VendorX
2024-08-12,Exploration,Salaries,Project A,9455,11.0,VendorZ
2024-07-01,Operations,Utilities,Project C,7555,,
2024-05-06,Exploration,Utilities,Project C,1492,,
2024-01-12,Exploration,Maintenance,Project A,3499,,VendorX
2024-12-09,Operations,Utilities,Project C,1041,,
2024-05-21,Finance,Utilities,Project A,4479,13.0,VendorY
2024-03-17,Operations,Utilities,Project A,7353,4.0,
2024-04-08,Operations,Utilities,Project C,9750,,
2024-10-06,Operations,Salaries,Project B,6948,19.0,VendorZ
2024-06-18,Exploration,Equipment,Project B,1447,12.0,
2024-06-12,Finance,Utilities,Project A,2668,19.0,
2024-01-05,Operations,Utilities,Project C,4925,,
2024-09-03,Operations,Salaries,Project C,4339,17.0,VendorY
2024-08-16,Operations,Equipment,Project C,5577,,
2024-09-13,Operations,Equipment,Project C,1121,,VendorZ
2024-06-11,Finance,Maintenance,Project C,7914,10.0,
2024-04-22,Finance,Equipment,Project C,1180,,VendorX
2024-07-15,Exploration,Equipment,Project C,4719,6.0,
2024-09-15,Operations,Utilities,Project C,2494,7.0,VendorX
2024-01-18,Exploration,Utilities,Project B,6171,9.0,
2024-09-25,Finance,Salaries,Project A,6773,20.0,
2024-06-05,Finance,Utilities,Project B,5091,5.0,VendorY
2024-03-09,Exploration,Utilities,Project C,9521,,VendorY
2024-03-17,Exploration,Equipment,Project A,3767,14.0,
2024-08-08,Finance,Maintenance,Project A,4515,,VendorZ
2024-09-15,Finance,Utilities,Project C,7930,,
2024-01-16,Exploration,Utilities,Project A,9120,11.0,
2024-07-22,Finance,Equipment,Project B,4863,7.0,VendorX
2024-05-01,Exploration,Salaries,Project B,2301,,
2024-05-02,Exploration,Salaries,Project A,4990,10.0,VendorY
2024-11-13,Finance,Maintenance,Project C,3539,,
2024-07-23,Operations,Utilities,Project C,8237,16.0,
2024-01-25,Finance,Maintenance,Project B,6732,6.0,VendorZ
2024-11-16,Exploration,Utilities,Project A,2773,8.0,VendorX
2024-02-14,Exploration,Utilities,Project A,7601,,
2024-09-12,Exploration,Maintenance,Project A,1986,14.0,
2024-03-13,Operations,Maintenance,Project A,4503,16.0,
2024-12-06,Operations,Salaries,Project A,7830,18.0,VendorY
2024-11-13,Operations,Equipment,Project A,9370,13.0,VendorY
2024-10-02,Operations,Equipment,Project C,4565,,
2024-01-12,Operations,Maintenance,Project C,6217,,
2024-06-06,Operations,Utilities,Project A,3675,4.0,
2024-12-01,Finance,Salaries,Project B,9189,3.0,VendorX
2024-07-22,Exploration,Salaries,Project A,9994,,
2024-03-15,Operations,Maintenance,Project A,3875,13.0,
2024-07-22,Operations,Utilities,Project A,2691,12.0,VendorX
2024-01-22,Finance,Equipment,Project A,5287,,
2024-05-15,Exploration,Salaries,Project B,2831,,
2024-01-02,Operations,Salaries,Project B,2797,13.0,
2024-03-01,Operations,Salaries,Project A,8659,20.0,
2024-01-31,Finance,Maintenance,Project C,6750,,VendorX
2024-11-19,Operations,Equipment,Project C,4997,1.0,VendorX
2024-07-08,Finance,Maintenance,Project A,5718,16.0,VendorY
2024-10-14,Finance,Utilities,Project B,9513,,
2024-12-03,Operations,Salaries,Project C,2023,,VendorZ
2024-06-25,Operations,Maintenance,Project B,8638,,
2024-11-01,Exploration,Equipment,Project A,7427,2.0,VendorZ
2024-02-02,Operations,Utilities,Project B,2177,3.0,
2024-09-15,Exploration,Maintenance,Project B,9107,5.0,
2024-07-10,Finance,Equipment,Project B,2754,15.0,VendorZ
2024-06-03,Operations,Maintenance,Project A,3532,3.0,
2024-08-21,Finance,Salaries,Project B,5887,,
2024-10-04,Operations,Salaries,Project C,8134,3.0,
2024-03-17,Finance,Equipment,Project C,9883,3.0,
2024-08-28,Exploration,Equipment,Project B,1072,18.0,
2024-04-28,Exploration,Salaries,Project C,2132,11.0,VendorY
2024-02-25,Operations,Salaries,Project C,8486,17.0,
2024-12-05,Exploration,Equipment,Project C,1042,,VendorY
2024-03-26,Exploration,Equipment,Project B,9083,4.0,
2024-02-15,Finance,Utilities,Project B,2098,,VendorY
2024-08-21,Exploration,Utilities,Project B,9508,,
2024-10-06,Finance,Equipment,Project B,9919,,
2024-11-28,Exploration,Salaries,Project C,8768,,
2024-05-06,Operations,Salaries,Project C,7810,16.0,VendorY
2024-11-18,Finance,Utilities,Project C,8822,4.0,
2024-02-06,Finance,Utilities,Project A,7231,,
2024-05-06,Finance,Salaries,Project B,4618,,VendorY
2024-06-08,Operations,Utilities,Project C,5310,,
2024-04-28,Exploration,Maintenance,Project C,7259,,
2024-02-20,Finance,Utilities,Project C,2826,,VendorZ
2024-12-19,Exploration,Equipment,Project C,3269,1.0,
2024-04-24,Finance,Equipment,Project A,1309,,VendorY
2024-09-08,Operations,Utilities,Project B,9207,,VendorZ
2024-06-18,Finance,Maintenance,Project C,7752,,VendorZ
2024-09-07,Finance,Maintenance,Project A,9973,17.0,VendorX
2024-04-05,Operations,Equipment,Project A,5604,20.0,VendorY
2024-04-18,Finance,Maintenance,Project A,9652,,VendorZ
2024-01-27,Finance,Equipment,Project B,1140,6.0,VendorX
2024-01-26,Finance,Maintenance,Project B,2774,6.0,
2024-05-09,Exploration,Equipment,Project C,6589,,
2024-04-29,Operations,Utilities,Project C,7539,,VendorX
2024-05-22,Operations,Maintenance,Project B,1287,7.0,VendorX
2024-09-19,Finance,Maintenance,Project A,2145,,VendorY
2024-07-03,Exploration,Utilities,Project B,4509,,VendorX
2024-11-22,Operations,Utilities,Project B,6255,,
2024-04-18,Operations,Equipment,Project A,2809,,
2024-05-07,Exploration,Utilities,Project C,4180,,
2024-02-14,Exploration,Maintenance,Project B,4773,,
2024-03-22,Exploration,Utilities,Project B,2517,15.0,VendorZ
2024-12-18,Exploration,Salaries,Project A,3195,16.0,VendorX
2024-08-16,Operations,Salaries,Project A,1369,,VendorY
2024-01-30,Operations,Utilities,Project A,8112,,VendorX
2024-04-09,Exploration,Utilities,Project B,6689,5.0,
2024-06-12,Finance,Salaries,Project B,5115,,
2024-11-24,Finance,Maintenance,Project C,8020,,
2024-01-21,Operations,Maintenance,Project A,8955,5.0,VendorX
2024-08-15,Finance,Equipment,Project B,1016,,VendorZ
2024-04-11,Operations,Salaries,Project A,9238,7.0,
2024-09-08,Finance,Equipment,Project B,7334,9.0,VendorY
2024-03-19,Finance,Salaries,Project A,7679,,
2024-04-28,Finance,Equipment,Project A,7783,2.0,VendorY
2024-03-11,Exploration,Salaries,Project B,6421,,VendorY
2024-06-18,Finance,Utilities,Project C,5977,,VendorX
2024-01-02,Operations,Equipment,Project B,6880,6.0,VendorY
2024-03-02,Finance,Equipment,Project A,1313,,VendorZ
2024-02-25,Operations,Maintenance,Project A,5564,7.0,VendorX
2024-09-06,Exploration,Equipment,Project C,9089,5.0,
2024-05-10,Operations,Utilities,Project B,7919,2.0,VendorY
2024-12-26,Operations,Utilities,Project B,5565,11.0,
2024-07-24,Finance,Equipment,Project C,5854,,
2024-08-06,Operations,Salaries,Project A,3657,,
2024-09-11,Finance,Utilities,Project A,9406,,VendorZ
2024-10-06,Exploration,Salaries,Project A,2533,14.0,VendorX
2024-04-09,Finance,Maintenance,Project C,1171,7.0,VendorY
2024-02-23,Exploration,Equipment,Project C,9296,4.0,
2024-10-30,Operations,Salaries,Project B,7535,10.0,VendorX
2024-11-07,Exploration,Utilities,Project C,6142,13.0,VendorZ
2024-08-27,Operations,Salaries,Project A,6743,,
2024-08-15,Finance,Equipment,Project C,9885,,
2024-05-22,Exploration,Equipment,Project A,4594,14.0,
2024-10-06,Exploration,Maintenance,Project A,8874,20.0,
2024-01-08,Operations,Maintenance,Project B,2733,,
2024-05-28,Exploration,Utilities,Project B,5769,7.0,
2024-08-26,Exploration,Utilities,Project B,8891,,
2024-09-15,Exploration,Salaries,Project C,7246,,VendorY
2024-07-25,Finance,Salaries,Project C,6832,2.0,VendorZ
2024-07-10,Exploration,Salaries,Project A,7503,,
2024-05-19,Finance,Utilities,Project A,7186,1.0,VendorX
2024-01-07,Finance,Maintenance,Project A,8719,5.0,VendorY
2024-09-18,Finance,Equipment,Project B,3341,,
2024-09-08,Exploration,Utilities,Project A,6612,5.0,VendorZ
2024-11-01,Exploration,Salaries,Project C,2636,,VendorY
2024-10-29,Operations,Maintenance,Project B,8293,12.0,VendorX
2024-05-20,Finance,Salaries,Project B,8654,,VendorY
2024-06-19,Operations,Utilities,Project B,5971,,VendorX
2024-04-20,Operations,Utilities,Project B,3279,,VendorY
2024-11-29,Exploration,Equipment,Project B,7993,3.0,
